,AT,V,AP,RH,PE,ground_truth
8670,13.52,39.39,1012.91,84.03,1.002854792578018,1
8671,25.62,63.13,1013.84,83.49,0.24993377483443702,0
8672,21.75,50.12,1009.36,94.41,0.3494039735099337,0
8673,25.14,60.29,1017.91,53.3,0.32105960264900624,0
8674,7.69,38.06,1020.72,83.47,0.838145695364239,0
8675,13.74,42.74,1029.54,70.0,0.60476821192053,0
8676,2.71,39.42,1026.66,81.11,0.9144370860927156,0
8677,29.28,75.08,1005.21,59.0,0.21046357615893996,0
8678,20.08,54.42,1011.79,89.35,0.4884768211920525,0
8679,21.71,61.45,1010.97,91.62,0.3372185430463581,0
8680,9.96,41.26,1022.9,83.83,0.7278145695364238,0
8681,22.32,48.41,1008.68,79.11,0.3324503311258278,0
8682,13.25,34.03,1018.94,72.1,0.6649006622516556,0
8683,13.77,47.83,1007.41,90.66,0.6067549668874168,0
8684,28.36,69.88,1007.75,84.17,0.18238410596026444,0
8685,16.25,58.16,1018.34,78.59,0.5039735099337745,0
8686,22.78,59.92,1011.28,88.78,0.27298013245033115,0
8687,25.92,60.32,1016.05,52.51,0.37231788079470185,0
8688,9.48,40.11,1025.49,73.81,0.6874172185430467,0
8689,29.34,70.94,1007.82,62.43,0.1762913907284771,0
8690,23.69,58.05,1012.08,74.26,-0.13523935439247825,1
8691,27.58,73.06,1009.63,88.31,0.2362913907284767,0
8692,10.59,41.54,1019.94,72.52,0.774569536423841,0
8693,25.42,74.22,1009.04,88.55,0.18158940397351042,0
8694,23.69,65.59,1010.85,88.92,0.2569536423841061,0
8695,7.69,39.96,1023.9,89.18,0.7654304635761591,0
8696,8.48,42.49,1010.77,88.68,0.8376158940397351,0
8697,24.07,71.97,1008.83,94.87,0.28582781456953565,0
8698,4.43,38.91,1019.04,88.17,0.9488741721854304,0
8699,11.57,39.72,1002.26,78.69,0.7213245033112585,0
8700,16.53,46.18,1010.2,95.42,0.5087417218543049,0
8701,30.72,69.13,1009.94,61.66,0.20622516556291348,0
8702,12.43,40.27,1007.08,61.56,1.1347484328546007,1
8703,9.14,37.36,1015.22,78.06,0.9498013245033112,0
8704,26.54,71.14,1007.52,72.04,0.14635761589403984,0
8705,16.09,44.71,1017.86,42.74,0.5919205298013246,0
8706,22.97,42.48,1012.84,64.71,0.6150993377483438,0
8707,20.35,67.71,1005.85,63.97,0.346490066225166,0
8708,23.04,64.27,1014.29,80.23,0.2570860927152321,0
8709,26.3,71.94,1006.64,85.12,0.11350993377483398,0
8710,31.24,72.39,999.47,68.17,0.1382781456953639,0
8711,25.65,43.77,1011.65,46.18,0.314569536423841,0
8712,13.98,44.84,1023.6,89.09,0.5635761589403971,0
8713,4.69,39.42,1024.58,79.35,0.8752317880794696,0
8714,21.84,55.5,1019.28,62.17,0.45999999999999996,0
8715,12.59,44.34,1017.01,85.57,0.7132450331125826,0
8716,14.35,35.71,1016.1,60.86,0.6442384105960262,0
8717,11.92,38.25,1013.13,84.92,0.6919205298013242,0
8718,10.39,39.69,1003.31,89.6,0.6985430463576154,0
8719,30.83,77.3,1001.7,57.85,0.20675496688741735,0
8720,12.58,43.67,1014.36,91.72,0.6988079470198674,0
8721,11.41,40.1,1014.27,91.17,0.7490066225165561,0
8722,12.64,41.49,1019.78,94.0,0.6426490066225163,0
8723,8.6,40.77,1011.8,89.45,0.8021192052980135,0
8724,7.52,41.66,1015.2,78.41,0.8347019867549665,0
8725,27.75,65.34,1014.8,45.91,0.2724503311258273,0
8726,20.17,50.66,1014.38,82.09,0.4573509933774833,0
8727,32.57,78.92,1011.6,66.47,0.13059602649006585,0
8728,22.32,69.48,1011.1,77.86,-0.02722837668572442,1
8729,18.32,39.53,1008.15,64.85,0.4527152317880798,0
8730,24.58,71.94,1006.85,89.02,0.18185430463576147,0
8731,18.59,41.1,1001.93,58.16,0.5226490066225171,0
8732,27.67,59.14,1016.51,61.2,0.17364238410596045,0
8733,25.5,63.91,1009.4,75.22,0.3178807947019866,0
8734,26.45,47.43,1008.87,53.25,0.28953642384106004,0
8735,29.22,72.39,1000.87,77.39,0.13218543046357656,0
8736,31.91,69.89,1014.59,54.51,0.1196026490066231,0
8737,7.26,40.69,1020.43,90.22,0.7238410596026492,0
8738,5.06,40.64,1021.49,93.7,0.8406622516556297,0
8739,12.14,40.83,1010.56,78.31,0.7226490066225164,0
8740,13.56,39.58,1011.05,73.62,0.7006622516556291,0
8741,22.58,43.79,1015.66,44.18,0.5303311258278143,0
8742,28.57,69.34,1007.98,65.55,0.25430463576158946,0
8743,15.77,39.82,1013.01,79.1,0.6426490066225163,0
8744,14.24,41.4,1019.7,70.32,0.6174834437086094,0
8745,17.83,44.92,1025.04,70.58,0.5054304635761593,0
8746,20.23,69.45,1013.0,89.79,0.338543046357616,0
8747,20.57,44.78,1008.89,38.78,0.6017218543046354,0
8748,9.25,41.82,1033.25,74.73,0.7711258278145694,0
8749,27.6,73.42,1011.91,83.66,0.14807947019867562,0
8750,20.08,63.09,1019.0,77.06,0.37721854304635727,0
8751,11.4,52.75,1023.31,75.7,0.6030463576158942,0
8752,12.88,44.0,1022.71,88.58,1.0092788489061881,1
8753,25.01,66.56,1009.68,64.94,0.2049006622516556,0
8754,22.3,50.78,1008.85,81.27,0.3920529801324504,0
8755,24.51,68.63,1014.15,45.1,0.3629139072847689,0
8756,19.09,39.39,1013.36,59.14,0.6075496688741717,0
8757,8.27,39.64,1011.0,84.64,0.790066225165563,0
8758,23.14,58.18,1008.89,81.82,0.3211920529801322,0
8759,6.82,41.03,1022.12,87.63,0.9189403973509931,0
8760,9.28,41.54,1018.33,79.89,0.8283443708609273,0
8761,6.48,36.24,1013.62,92.03,0.8528476821192053,0
8762,7.2,40.02,1031.71,69.89,0.798278145695364,0
8763,24.31,66.49,1011.38,54.35,0.2719205298013243,0
8764,8.83,41.26,1023.04,86.08,0.7762913907284767,0
8765,14.5,44.47,1028.2,66.95,0.5945695364238404,0
8766,24.43,58.2,1017.18,46.84,0.3262251655629136,0
8767,21.91,63.76,1009.85,76.8,0.3282119205298013,0
8768,9.04,40.11,1023.3,76.32,0.7060927152317875,0
8769,29.18,68.24,1010.04,68.04,0.10940397350993347,0
8770,14.1,41.16,1021.26,73.87,0.5264900662251657,0
8771,9.93,41.62,1013.76,96.02,0.5878145695364232,0
8772,12.56,43.41,1016.93,81.02,0.6215894039735099,0
8773,30.71,64.05,1011.75,62.81,0.2405298013245032,0
8774,18.95,46.21,1013.47,81.22,0.4943046357615888,0
8775,31.87,70.94,1006.94,50.78,0.12119205298013291,0
8776,13.86,41.78,1010.75,57.9,0.6242384105960266,0
8777,27.47,63.78,1016.07,48.47,0.35006622516556263,0
8778,12.49,41.62,1011.37,82.68,0.5442384105960265,0
8779,22.27,48.98,1014.47,49.33,0.41695364238410626,0
8780,24.4,62.26,1011.62,70.1,0.24900662251655614,0
8781,15.46,44.88,1017.52,93.32,0.5422516556291388,0
8782,27.69,73.91,1005.23,75.71,0.19629139072847668,0
8783,26.44,69.34,1009.55,73.18,0.26715231788079485,0
8784,10.89,40.81,1025.82,81.18,0.7678145695364238,0
8785,30.54,69.14,1007.25,70.46,0.20132450331125806,0
8786,23.73,59.15,1014.08,62.65,-0.09712898143376203,1
8787,29.01,66.56,1006.44,57.62,-0.08612041083064412,1
8788,28.86,67.9,1006.29,57.19,0.16834437086092713,0
8789,15.03,42.44,1014.25,94.52,0.5913907284768216,0
8790,24.43,72.43,1008.03,85.56,0.19139072847682126,0
8791,28.47,69.23,1013.18,40.73,0.18357615894039725,0
8792,11.35,40.73,1019.37,96.05,0.6895364238410595,0
8793,13.1,41.48,1009.0,87.41,0.5308609271523173,0
8794,24.39,51.86,1014.92,59.98,0.363443708609271,0
8795,27.24,68.08,1013.23,51.96,0.33099337748344393,0
8796,26.85,57.19,1007.9,60.04,0.2350993377483439,0
8797,22.97,63.94,1010.5,88.47,0.27218543046357624,0
8798,32.81,75.08,1005.09,42.0,-0.1765636280566808,1
8799,9.21,39.72,1019.54,74.44,0.7774834437086087,0
8800,29.92,57.19,1008.62,45.8,0.24807947019867527,0
8801,27.52,67.9,1005.65,59.52,0.2483443708609272,0
8802,7.32,41.22,1015.42,97.25,0.847019867549669,0
8803,17.28,39.99,1007.09,74.25,0.5698013245033104,0
8804,26.7,66.56,1005.31,71.97,0.13178807947019866,0
8805,32.31,62.04,1010.41,39.39,0.3956291390728479,0
8806,15.43,41.1,1005.2,85.06,0.621854304635761,0
8807,9.29,34.03,1018.84,74.81,0.8407947019867548,0
8808,23.58,49.3,1003.8,74.62,0.2672847682119208,0
8809,25.23,58.82,1010.9,70.47,0.14572042357449017,1
8810,18.22,58.2,1017.09,81.92,0.4076821192052984,0
8811,11.75,71.14,1019.36,75.68,0.6132450331125829,0
8812,22.52,67.32,1011.4,66.2,0.30768211920529787,0
8813,12.82,48.14,1017.47,81.45,0.6254304635761594,0
8814,18.4,43.69,1016.59,52.44,0.5535099337748344,0
8815,19.87,49.69,1012.23,68.57,0.47377483443708535,0
8816,10.12,40.0,1021.33,95.29,0.7386754966887414,0
8817,21.25,66.86,1012.99,60.65,0.4696688741721857,0
8818,11.46,39.3,1019.53,76.86,0.7317880794701983,0
8819,31.33,65.18,1011.97,36.62,0.20543046357615857,0
8820,9.34,41.49,1020.58,97.59,0.6725827814569536,0
8821,29.32,71.29,1008.34,51.51,0.15774834437086138,0
8822,27.29,67.32,1013.92,33.41,-0.19052520971155884,1
8823,21.34,59.8,1016.92,77.06,0.40370860927152297,0
8824,9.75,36.66,1026.21,70.12,0.7839735099337748,0
8825,31.1,69.51,1010.84,45.4,0.12556291390728447,0
8826,20.61,65.61,1014.91,83.82,0.39019867549668863,0
8827,12.72,40.6,1013.45,86.16,0.6750993377483443,0
8828,32.88,72.29,1008.5,62.74,0.15205298013245017,0
8829,8.76,40.96,1025.21,90.72,0.8414569536423846,0
8830,11.31,42.02,1001.18,94.86,0.6754966887417213,0
8831,28.51,76.09,1007.88,78.2,0.7308797488737467,1
8832,20.51,48.6,1005.29,80.7,0.36741721854304643,0
8833,27.47,66.86,1006.1,70.2,0.2276821192052978,0
8834,26.88,61.5,1009.17,61.26,0.2631788079470194,0
8835,12.87,41.5,1013.51,85.72,1.0992708538217073,1
8836,15.01,43.56,1014.65,61.82,1.0560472562146455,1
8837,11.48,44.6,1018.29,90.76,0.6639735099337747,0
8838,21.79,46.21,1012.89,72.0,0.6688783798657254,1
8839,21.0,66.86,1013.06,59.7,0.4189403973509931,0
8840,27.05,59.15,1012.83,56.31,0.2798675496688743,0
8841,16.64,45.87,1009.02,98.86,0.483841059602649,0
8842,27.97,66.17,1010.81,63.73,0.2839735099337748,0
8843,22.71,48.06,1012.82,67.81,0.3290066225165562,0
8844,7.65,36.3,1016.5,65.51,0.8251655629139076,0
8845,32.18,65.74,1010.89,46.52,0.20291390728476788,0
8846,19.93,56.65,1020.7,62.82,0.48039735099337744,0
8847,35.56,68.94,1006.56,38.75,0.12490066225165553,0
8848,26.63,43.77,1011.33,49.3,0.274039735099338,0
8849,20.61,63.86,1015.43,73.86,0.34543046357615825,0
8850,22.34,63.73,1014.37,83.19,0.3196026490066224,0
8851,23.38,65.06,1014.12,59.36,0.3117880794701984,0
8852,23.26,59.14,1016.98,76.29,0.26635761589403995,0
8853,10.1,44.03,1008.11,90.29,0.6798675496688737,0
8854,27.61,49.16,1005.01,35.63,0.27708609271523166,0
8855,20.42,62.96,1020.34,84.0,0.4214569536423838,0
8856,19.99,40.79,1003.15,87.55,0.46384105960264854,0
8857,23.79,58.59,1013.94,72.5,0.8007854267222824,1
8858,15.76,44.89,1010.33,85.06,0.5219867549668873,0
8859,18.94,48.7,1008.5,94.83,0.4121854304635759,0
8860,14.54,41.17,1015.15,67.78,0.661324503311258,0
8861,24.61,62.39,1006.39,79.08,0.2218543046357615,0
8862,13.43,40.1,1015.82,87.9,0.6822516556291385,0
8863,19.72,65.94,1010.53,82.12,0.35205298013245034,0
8864,13.92,39.39,1012.94,80.52,0.6827814569536423,0
8865,20.06,56.53,1020.38,75.16,0.47324503311258326,0
8866,12.22,40.71,1021.25,80.83,0.7524503311258277,0
8867,12.08,49.83,1008.21,96.01,0.6262251655629143,0
8868,7.52,39.61,1018.61,78.96,0.8116556291390733,0
8869,29.09,72.43,1006.86,65.47,0.09324503311258248,0
8870,8.07,43.41,1016.02,76.26,0.6264900662251653,0
8871,20.27,57.76,1016.66,75.76,0.40331125827814507,0
8872,25.01,59.54,1007.91,80.93,0.2786754966887415,0
8873,27.1,79.74,1005.43,86.05,0.1490066225165565,0
8874,24.4,69.94,1005.75,58.1,0.2450331125827816,0
8875,30.47,72.86,1004.02,66.35,0.1622516556291389,0
8876,14.62,43.99,1023.6,86.7,0.5512582781456956,0
8877,26.08,57.32,1012.2,47.06,0.2789403973509934,0
8878,22.64,58.66,1011.68,60.97,0.3911258278145695,0
8879,20.32,49.16,1007.47,91.12,0.30900662251655575,0
8880,10.11,52.75,1021.79,76.08,0.6634437086092717,0
8881,29.52,77.24,1008.55,76.24,0.1796026490066227,0
8882,32.16,76.2,1008.04,51.74,0.1725827814569536,0
8883,12.43,43.22,1008.93,77.42,0.6324503311258276,0
8884,25.59,62.39,1006.37,74.06,0.31192507793439994,1
8885,6.4,41.17,1019.54,85.37,0.9080794701986754,0
8886,23.95,66.48,1003.55,73.68,0.15377483443708595,0
8887,31.85,73.21,1000.98,72.2,0.20768211920529822,0
8888,23.51,70.04,1011.02,81.39,0.20556291390728454,0
8889,15.49,42.07,1018.01,78.07,0.5305960264900662,0
8890,28.13,61.25,1013.12,62.57,0.21655629139072818,0
8891,12.11,38.28,1013.56,93.21,0.6578807947019865,0
8892,10.11,44.85,1014.2,84.81,0.7741721854304631,0
8893,4.23,38.44,1016.46,76.64,0.9104635761589401,0
8894,13.57,41.4,1021.27,72.55,0.5823841059602648,0
8895,15.65,54.3,1018.0,69.66,0.5487417218543049,0
8896,24.81,59.43,1009.42,54.64,0.2525827814569537,0
8897,7.16,38.56,1019.17,70.1,0.8723178807947018,0
8898,19.68,51.19,1008.64,94.88,0.4209271523178808,0
8899,10.93,39.16,1016.54,90.56,0.7890066225165562,0
8900,23.05,48.98,1015.64,49.33,0.3415894039735097,0
8901,26.92,68.27,1008.11,61.73,0.582443969667448,1
8902,31.82,71.29,1008.44,41.7,0.145298013245033,0
8903,15.64,43.71,1024.51,78.31,0.5601324503311256,0
8904,25.63,56.85,1012.68,49.7,0.2508609271523179,0
8905,20.03,69.45,1013.47,86.66,0.281854304635762,0
8906,23.33,72.99,1009.33,89.41,0.2619867549668875,0
8907,25.13,57.69,1007.43,78.43,0.23231788079470217,0
8908,19.47,58.79,1016.8,87.26,0.3961589403973509,0
8909,15.92,39.16,1006.59,71.32,0.532317880794702,0
8910,20.41,50.32,1008.45,93.12,0.35496688741721893,0
8911,10.12,41.78,1013.43,73.47,0.7603973509933777,0
8912,29.45,68.24,1007.45,32.81,0.16251655629138995,0
8913,29.09,70.02,1010.13,48.06,0.3047682119205293,0
8914,20.55,46.21,1013.21,73.18,0.3761589403973513,0
8915,28.32,77.95,1014.61,77.17,0.22132450331125852,0
8916,10.78,41.93,1015.56,95.71,0.7764238410596027,0
8917,25.76,73.5,1011.44,81.36,0.22172185430463554,0
8918,24.54,44.89,1010.05,59.13,0.3291390728476822,0
8919,22.43,63.76,1009.84,75.27,0.2992052980132449,0
8920,13.94,44.84,1023.69,95.3,0.6331125827814565,0
8921,28.83,71.32,1006.28,75.65,0.23483443708609286,0
8922,28.62,70.94,1007.38,53.0,0.16490066225165556,0
8923,18.19,41.85,1014.93,61.37,0.6172185430463575,0
8924,15.69,37.64,1016.0,83.88,0.5552317880794702,0
8925,12.75,44.03,1007.29,89.46,0.6039735099337751,0
8926,23.01,44.05,1006.56,74.95,0.402781456953643,0
8927,30.84,66.75,1017.54,40.69,0.15589403973509874,0
8928,24.7,50.23,1016.23,62.03,0.4524503311258279,0
8929,30.52,70.04,1010.62,54.47,-0.2985868526566735,1
8930,34.51,73.03,1013.73,39.42,0.25880794701986787,0
8931,16.9,38.58,1014.09,70.11,0.524635761589404,0
8932,32.02,67.83,1007.77,53.31,0.08331125827814567,0
8933,13.56,40.8,1024.8,63.6,0.7368211920529797,0
8934,19.81,66.54,1013.88,80.09,0.3815894039735097,0
8935,5.95,37.8,1022.03,67.97,0.7806622516556292,0
8936,27.77,51.43,1006.58,69.01,0.6505638843148929,1
8937,12.52,42.34,1018.67,95.29,0.5887417218543041,0
8938,29.81,73.67,1005.6,60.91,0.1378807947019869,0
8939,15.43,39.16,1016.44,79.8,0.3420808336186285,1
8940,14.56,39.39,1014.23,80.61,0.6815894039735104,0
8941,13.18,52.72,1024.67,75.96,0.637086092715232,0
8942,9.06,41.92,1029.9,90.88,0.7034437086092717,0
8943,22.42,62.52,1016.83,63.27,0.4156291390728475,0
8944,22.2,63.94,1017.38,56.17,0.3356291390728483,0
8945,27.63,64.96,1006.3,75.38,0.18490066225165602,0
8946,19.72,66.51,1015.07,74.7,0.5007947019867549,0
8947,23.08,61.86,1013.44,84.64,0.2805298013245032,0
8948,18.12,44.63,1001.26,89.72,0.44092715231788127,0
8949,28.56,65.27,1013.28,49.95,0.2276821192052978,0
8950,17.29,44.63,1019.6,41.98,0.5350993377483446,0
8951,31.92,69.13,1000.77,58.91,0.06529801324503293,0
8952,15.43,38.58,1016.58,81.17,0.5719205298013241,0
8953,10.59,42.49,1009.59,77.36,0.758013245033113,0
8954,15.6,41.7,1019.15,84.1,0.5446357615894035,0
8955,28.64,69.23,1013.11,37.13,0.18728476821191986,0
8956,20.61,48.78,1020.8,85.05,0.3856953642384102,0
8957,29.23,66.51,1011.11,53.12,0.2562913907284772,0
8958,25.86,59.92,1009.92,73.95,0.20927152317880804,0
8959,34.65,74.67,1016.03,26.67,0.09841059602648983,0
8960,23.07,57.5,1015.7,75.47,0.36066225165562926,0
8961,28.95,66.75,1018.22,60.48,0.16066225165562908,0
8962,32.13,74.34,1003.34,56.39,0.21245033112582767,0
8963,30.01,65.18,1012.87,43.95,0.22052980132450362,0
8964,27.36,58.33,1013.86,56.7,0.250066225165563,0
8965,24.22,71.14,1009.38,64.53,0.24662251655629142,0
8966,30.82,76.2,1007.47,59.3,0.15841059602649032,0
8967,7.0,41.55,1001.43,97.12,0.8431788079470204,0
8968,9.45,36.71,1024.24,83.28,0.7385430463576155,0
8969,30.08,67.25,1017.57,47.77,0.1568211920529805,0
8970,22.65,57.85,1012.6,68.52,0.3324503311258278,0
8971,19.06,56.65,1020.82,82.14,0.4694039735099338,0
8972,13.81,40.2,1013.66,88.16,0.5823841059602648,0
8973,34.61,73.03,1013.61,36.91,0.24238410596026494,0
8974,15.78,43.99,1022.19,83.7,0.540529801324503,0
8975,26.75,69.45,1013.88,53.65,0.1895364238410595,0
8976,13.24,39.85,1012.64,59.99,0.7544370860927154,0
8977,15.63,40.56,1018.68,59.44,0.6872847682119199,0
8978,19.79,64.45,1016.14,73.54,0.1477095355338366,1
8979,18.48,46.48,1007.53,82.57,0.5460927152317883,0
8980,26.8,49.3,1003.86,62.75,0.24238410596026494,0
8981,8.99,36.3,1027.08,73.98,0.7773509933774836,0
8982,9.99,36.71,1023.57,83.53,0.7362913907284767,0
8983,26.95,48.41,1008.53,62.94,0.2156291390728482,0
8984,24.33,46.93,1013.51,52.63,0.3815894039735097,0
8985,23.61,49.16,1002.39,65.63,0.30781456953642383,0
8986,24.8,68.3,1018.01,80.41,0.2107284768211919,0
8987,26.2,60.07,1014.75,59.41,0.2732450331125822,0
8988,18.2,52.72,1025.87,54.26,0.572317880794702,0
8989,9.12,41.54,1018.61,79.26,0.8303311258278141,0
8990,23.19,58.82,1009.96,81.05,0.346754966887417,0
8991,9.86,43.56,1015.13,74.89,0.8160264900662249,0
8992,13.78,38.47,1015.2,57.8,0.6112582781456952,0
8993,25.91,67.07,1005.66,60.12,0.28450331125827866,0
8994,9.66,40.05,1015.78,89.06,0.8063576158940391,0
8995,31.4,70.32,1011.62,65.01,0.1743046357615894,0
8996,26.31,63.77,1014.15,69.36,0.2627814569536424,0
8997,10.68,38.38,1020.79,72.33,0.741192052980133,0
8998,10.76,40.43,1025.98,79.65,0.9340397350993372,0
8999,18.58,46.97,1014.25,74.09,0.4503311258278142,0
9000,31.31,67.48,1009.71,57.06,0.266490066225165,0
9001,21.11,59.39,1013.87,85.29,0.3411920529801318,0
9002,8.44,41.17,1019.9,70.72,0.8727152317880789,0
9003,24.05,61.87,1009.64,54.54,0.290066225165563,0
9004,14.32,40.78,1024.49,73.84,0.4988079470198681,0
9005,10.31,37.5,1008.55,99.31,0.7139072847682124,0
9006,27.98,74.87,1010.02,66.44,0.1994701986754963,0
9007,31.01,69.13,1000.93,62.96,0.07192052980132413,0
9008,22.4,68.31,1009.52,83.5,-0.010084022142920368,1
9009,17.12,58.95,1016.74,90.41,0.4160264900662254,0
9010,14.4,41.26,1021.41,73.11,0.5631788079470192,0
9011,14.22,42.32,1015.54,77.23,0.5925827814569535,0
9012,30.15,70.32,1007.58,54.14,0.08662251655629127,0
9013,6.12,40.81,1014.77,88.15,0.887152317880795,0
9014,25.15,66.49,1012.71,63.46,0.20847682119205313,0
9015,24.77,71.94,1006.77,88.86,0.15907284768211927,0
9016,27.08,63.78,1015.04,50.8,0.35735099337748366,0
9017,24.45,65.12,1015.92,57.19,-0.17193485666364827,1
9018,12.03,40.1,1015.32,85.39,0.7242384105960262,0
9019,17.08,58.86,1016.04,87.46,0.3936423841059602,0
9020,28.52,70.02,1010.34,54.21,0.2876821192052983,0
9021,15.12,52.05,1014.63,80.38,0.5896688741721849,0
9022,7.76,42.28,1008.52,83.31,0.8415894039735097,0
9023,20.1,59.87,1018.97,87.23,0.32384105960264886,0
9024,24.8,66.51,1016.74,65.72,0.27920529801324445,0
9025,26.06,64.05,1012.0,84.05,0.29112582781456986,0
9026,27.2,72.43,1006.75,80.67,0.1332450331125825,0
9027,20.37,54.9,1016.94,65.86,0.44609271523178773,0
9028,29.57,67.83,1009.19,55.74,0.09748344370860895,0
9029,23.41,54.42,1012.86,70.12,0.45589403973509945,0
9030,25.93,60.29,1017.62,50.03,0.3149668874172189,0
9031,23.26,58.2,1016.72,57.98,0.35245033112582824,0
9032,23.43,54.42,1013.58,70.99,0.4582781456953642,0
9033,28.04,69.14,1007.16,80.38,0.21337748344370855,0
9034,23.68,68.3,1017.93,84.16,0.24357615894039686,0
9035,30.33,70.32,1007.75,52.49,0.1303311258278148,0
9036,14.04,42.44,1012.74,81.89,0.6827814569536423,0
9037,13.87,45.08,1024.42,81.69,0.5989403973509937,0
9038,4.93,35.19,1018.04,92.94,0.8758940397350994,0
9039,15.69,41.93,1021.3,52.69,1.0760753095644562,1
9040,26.45,71.37,1008.0,77.06,0.23973509933774828,0
9041,10.31,45.01,1018.42,93.67,0.7083443708609272,0
9042,6.74,36.08,1020.36,86.98,0.8466225165562911,0
9043,32.95,67.9,1005.88,45.15,0.07456953642384079,0
9044,22.12,69.71,1009.7,90.22,0.18754966887417268,0
9045,24.32,71.14,1011.71,71.65,0.049246709388065746,1
9046,7.89,40.46,1019.61,74.53,0.7550993377483444,0
9047,21.62,48.78,1020.06,85.09,0.37430463576158957,0
9048,15.44,39.54,1007.49,82.14,0.6492715231788075,0
9049,11.93,38.78,1013.15,96.08,0.7193377483443708,0
9050,16.48,41.35,1005.61,89.07,0.6010596026490065,0
9051,30.04,67.25,1017.65,52.84,0.19748344370860949,0
9052,21.01,60.1,1010.93,78.6,0.40701986754966857,0
9053,21.89,45.38,1014.42,68.95,0.7554312403898518,1
9054,17.89,42.42,1008.92,65.08,0.6268874172185424,0
9055,27.59,50.05,1005.71,57.03,0.2347019867549669,0
9056,15.3,43.34,1013.23,82.73,0.5753642384105957,0
9057,16.84,39.63,1004.67,82.98,0.6066225165562917,0
9058,30.44,56.24,1005.19,56.24,0.12026490066225115,0
9059,29.63,69.59,1008.3,72.53,0.2434437086092709,0
9060,27.5,59.54,1004.88,72.7,0.24569536423841054,0
9061,24.22,62.08,1022.53,60.79,0.3821192052980136,0
9062,25.13,59.44,1012.38,77.92,0.33549668874172145,0
9063,8.95,36.18,1014.08,76.94,0.7656953642384101,0
9064,6.71,40.96,1022.71,91.89,0.8784105960264901,0
9065,27.88,70.79,1005.06,72.5,0.3461256076615188,1
9066,23.02,69.94,1007.94,64.66,0.25350993377483366,0
9067,8.64,34.69,1026.79,80.88,0.8197350993377484,0
9068,6.58,43.02,1014.03,84.95,0.9001324503311263,0
9069,29.3,69.48,1010.1,53.69,0.12132450331125888,0
9070,7.64,39.85,1012.78,88.09,0.8115231788079464,0
9071,21.04,74.87,1009.09,88.25,0.3070198675496689,0
9072,30.12,69.71,1009.1,52.02,0.20649006622516541,0
9073,24.03,45.87,1007.55,52.48,0.33880794701986705,0
9074,12.29,42.18,1016.53,83.13,0.6422516556291393,0
9075,21.61,64.63,1020.86,69.73,0.40741721854304647,0
9076,10.4,40.43,1025.46,75.09,1.360460781547623,1
9077,19.89,44.9,1008.12,67.3,0.43483443708609215,0
9078,13.92,43.5,1021.14,88.44,0.5455629139072844,0
9079,13.96,39.54,1011.05,85.72,0.6431788079470193,0
9080,15.48,44.99,1011.94,69.95,0.5782781456953643,0
9081,21.47,57.19,1006.45,75.8,0.37152317880794694,0
9082,22.63,58.49,1010.94,72.7,0.3724503311258278,0
9083,18.92,62.26,1012.05,85.99,0.4139072847682117,0
9084,26.54,69.48,1010.7,66.09,0.6419812142985066,1
9085,9.46,41.4,1026.78,87.58,0.8021192052980135,0
9086,10.06,42.02,999.37,98.65,0.7623841059602645,0
9087,20.8,69.45,1013.7,82.48,0.6611177261893036,1
9088,30.57,58.9,1004.54,54.37,0.24145695364238406,0
9089,19.58,52.9,1017.46,64.64,0.5035761589403966,0
9090,5.82,40.62,1016.79,85.04,0.8266225165562915,0
9091,31.44,72.86,1003.74,61.45,0.17655629139072815,0
9092,23.12,69.71,1008.98,84.41,0.29072847682119196,0
9093,6.29,43.65,1020.68,70.14,0.8680794701986754,0
9094,15.35,41.79,1008.38,81.13,0.467284768211921,0
9095,22.37,50.78,1008.84,82.06,0.3817218543046357,0
9096,25.43,72.39,1002.65,88.13,0.2098013245033119,0
9097,7.61,43.22,1014.8,86.92,0.7720529801324503,0
9098,27.42,65.74,1013.43,69.42,0.2683443708609268,0
9099,17.36,52.9,1015.42,69.97,0.5086092715231789,0
9100,21.43,60.95,1015.27,75.49,0.38225165562913865,0
9101,32.42,65.74,1010.97,52.73,0.2483443708609272,0
9102,29.87,73.91,1004.53,74.3,0.15284768211920507,0
9103,22.99,62.96,1019.6,65.05,0.38596026490066215,0
9104,24.2,57.85,1013.05,70.29,0.35245033112582824,0
9105,13.07,42.18,1014.98,87.77,0.549006622516556,0
9106,20.08,62.52,1017.99,75.74,0.8938410476852684,1
9107,23.49,73.18,1012.4,90.05,0.2218543046357615,0
9108,25.89,63.56,1013.82,64.51,0.3120529801324503,0
9109,21.37,65.94,1010.73,75.09,0.32423841059602676,0
9110,27.58,65.27,1013.51,50.43,0.2786754966887415,0
9111,16.07,44.58,1019.52,67.95,0.6768211920529801,0
9112,19.08,59.15,1013.1,81.82,0.411523178807947,0
9113,28.83,66.44,1008.47,77.49,0.129139072847682,0
9114,20.92,63.86,1020.49,72.98,0.38185430463576164,0
9115,15.25,39.16,1016.18,79.39,0.6727152317880796,0
9116,25.07,56.85,1011.25,51.99,0.29377483443708563,0
9117,27.94,69.84,1003.11,70.47,0.11139072847682119,0
9118,10.23,41.46,1018.89,83.06,0.7843708609271527,0
9119,27.57,60.07,1016.52,54.75,0.26304635761589434,0
9120,11.44,40.55,1023.37,88.43,0.7605298013245037,0
